UniqueIdentifier EntryName GeneName NumberTRs
A8MQ02 A8MQ02_HUMAN AFDN 2
C9JTE0 C9JTE0_HUMAN MOG 1
A0A140TA42 A0A140TA42_HUMAN GABBR1 2
E9PK09 E9PK09_HUMAN BCLAF1 1
J3KNB8 J3KNB8_HUMAN MAP3K4 1
H0YCD1 H0YCD1_HUMAN AK9 1
E9PMG5 E9PMG5_HUMAN EPB41L2 1
C9IY66 C9IY66_HUMAN BTN2A2 1
A0A0A0MSD9 A0A0A0MSD9_HUMAN KCNQ5 2
E7ENN3 E7ENN3_HUMAN SYNE1 2
A0A1W2PQS8 A0A1W2PQS8_HUMAN HLA-A 1
A0A0A0MSC0 A0A0A0MSC0_HUMAN KCNQ5 2
A0A0C4DFY8 A0A0C4DFY8_HUMAN CNPY3 1
A0A140T9Z6 A0A140T9Z6_HUMAN HLA-A 1
A0A140T9B8 A0A140T9B8_HUMAN MICA 1
Q5TIG5 Q5TIG5_HUMAN AFDN 1
A0A3B3ISX9 A0A3B3ISX9_HUMAN TNXB 1
Q9BT09 CNPY3_HUMAN CNPY3 1
P54253 ATX1_HUMAN ATXN1 2
P46379 BAG6_HUMAN BAG6 1
A0A0A0MQZ2 A0A0A0MQZ2_HUMAN SYNGAP1 3
Q92932 PTPR2_HUMAN PTPRN2 1
Q9Y6V0 PCLO_HUMAN PCLO 2
P04085 PDGFA_HUMAN PDGFA 1
O15069 NACAD_HUMAN NACAD 2
Q02505 MUC3A_HUMAN MUC3A 1
Q6ZVC0 NYAP1_HUMAN NYAP1 3
Q7L2J0 MEPCE_HUMAN MEPCE 1
Q9UHC7 MKRN1_HUMAN MKRN1 1
P50219 MNX1_HUMAN MNX1 4
Q6P5Q4 LMOD2_HUMAN LMOD2 4
Q86UL8 MAGI2_HUMAN MAGI2 1
Q2M2H8 MGAL_HUMAN MGAM2 1
P13667 PDIA4_HUMAN PDIA4 2
Q6ZW49 PAXI1_HUMAN PAXIP1 7
Q86TG7 PEG10_HUMAN PEG10 2
O94880 PHF14_HUMAN PHF14 1
Q8IWU2 LMTK2_HUMAN LMTK2 1
Q86UP9 LHPL3_HUMAN LHFPL3 1
P29474 NOS3_HUMAN NOS3 1
Q8IVD9 NUDC3_HUMAN NUDCD3 1
P15502 ELN_HUMAN ELN 3
O75912 DGKI_HUMAN DGKI 1
P15056 BRAF_HUMAN BRAF 2
Q14004 CDK13_HUMAN CDK13 3
Q96JN2 CC136_HUMAN CCDC136 1
Q05682 CALD1_HUMAN CALD1 1
Q96RJ6 FER3L_HUMAN FERD3L 1
O95302 FKBP9_HUMAN FKBP9 1
P30988 CALCR_HUMAN CALCR 1
P85037 FOXK1_HUMAN FOXK1 2
P78424 PO6F2_HUMAN POU6F2 3
Q3B726 RPA43_HUMAN TWISTNB 3
Q8TA86 RP9_HUMAN RP9 1
Q9NW13 RBM28_HUMAN RBM28 1
Q96EV2 RBM33_HUMAN RBM33 3
A0A075B6N2 TVBT1_HUMAN TRBV20-1 1
O15164 TIF1A_HUMAN TRIM24 1
Q9BVT8 TMUB1_HUMAN TMUB1 1
Q9H9J4 UBP42_HUMAN USP42 1
A0A5B7 TVB29_HUMAN TRBV29-1 1
O15417 TNC18_HUMAN TNRC18 2
Q9ULD5 ZN777_HUMAN ZNF777 1
Q8NF64 ZMIZ2_HUMAN ZMIZ2 2
A6NFI3 ZN316_HUMAN ZNF316 5
Q15942 ZYX_HUMAN ZYX 2
Q8NHG8 ZNRF2_HUMAN ZNRF2 2
O15240 VGF_HUMAN VGF 2
O00401 WASL_HUMAN WASL 5
Q9BXP5 SRRT_HUMAN SRRT 1
Q13595 TRA2A_HUMAN TRA2A 5
Q75N03 HAKAI_HUMAN CBLL1 2
Q71UI9 H2AV_HUMAN H2AFV 1
Q8IZD2 KMT2E_HUMAN KMT2E 4
Q6ZMT4 KDM7A_HUMAN KDM7A 1
Q96PZ0 PUS7_HUMAN PUS7 1
Q96I51 RCC1L_HUMAN RCC1L 1
Q99835 SMO_HUMAN SMO 1
P78362 SRPK2_HUMAN SRPK2 1
Q02446 SP4_HUMAN SP4 2
Q9ULQ0 STRP2_HUMAN STRIP2 2
Q9Y4A5 TRRAP_HUMAN TRRAP 1
Q16181 SEPT7_HUMAN SEPT7 1
Q8IXZ3 SP8_HUMAN SP8 5
Q6PCB5 RSBNL_HUMAN RSBN1L 2
P58743 S26A5_HUMAN SLC26A5 1
Q96NL0 RUN3B_HUMAN RUNDC3B 1
Q7Z5N4 SDK1_HUMAN SDK1 1
Q9UPZ6 THS7A_HUMAN THSD7A 1
A6NGB9 WIPF3_HUMAN WIPF3 2
A6NJT0 UNC4_HUMAN UNCX 2
B2RXF0 T229A_HUMAN TMEM229A 1
Q75MD7 Q75MD7_HUMAN AUTS2 1
C9JAU6 C9JAU6_HUMAN IRF5 1
F8WCZ4 F8WCZ4_HUMAN DNAJB6 1
A0A2R8YDP5 A0A2R8YDP5_HUMAN BRAF 2
P22303 ACES_HUMAN ACHE 1
Q8IUX7 AEBP1_HUMAN AEBP1 1
Q08828 ADCY1_HUMAN ADCY1 1
P0C7M8 CLC2L_HUMAN CLEC2L 1
Q9UHC3 ASIC3_HUMAN ASIC3 1
Q15910 EZH2_HUMAN EZH2 1
Q6UWF9 F180A_HUMAN FAM180A 1
Q5BKY9 F133B_HUMAN FAM133B 2
O15354 GPR37_HUMAN GPR37 2
P0C7U0 ELFN1_HUMAN ELFN1 2
Q8N158 GPC2_HUMAN GPC2 2
Q14956 GPNMB_HUMAN GPNMB 1
P42658 DPP6_HUMAN DPP6 1
Q7L5N1 CSN6_HUMAN COPS6 1
Q86UW9 DTX2_HUMAN DTX2 1
O75190 DNJB6_HUMAN DNAJB6 1
Q9BWK5 CYREN_HUMAN CYREN 1
Q9NXR8 ING3_HUMAN ING3 1
P31268 HXA7_HUMAN HOXA7 1
Q13568 IRF5_HUMAN IRF5 1
P50222 MEOX2_HUMAN MEOX2 1
P31271 HXA13_HUMAN HOXA13 4
O75420 GGYF1_HUMAN GIGYF1 3
Q86VQ1 GLCI1_HUMAN GLCCI1 1
A4D2P6 GRD2I_HUMAN GRID2IP 1
Q76N89 HECW1_HUMAN HECW1 1
Q9UHL9 GT2D1_HUMAN GTF2IRD1 2
Q9H2X6 HIPK2_HUMAN HIPK2 1
P31270 HXA11_HUMAN HOXA11 1
P49639 HXA1_HUMAN HOXA1 1
P31260 HXA10_HUMAN HOXA10 1
O43364 HXA2_HUMAN HOXA2 1
P31269 HXA9_HUMAN HOXA9 1
O43365 HXA3_HUMAN HOXA3 1
Q00056 HXA4_HUMAN HOXA4 2
O15409 FOXP2_HUMAN FOXP2 2
Q14549 GBX1_HUMAN GBX1 3
Q8NEZ4 KMT2C_HUMAN KMT2C 2
A0A0E3D6M1 A0A0E3D6M1_HUMAN MAGI2 1
A0A2R8Y8E0 A0A2R8Y8E0_HUMAN BRAF 2
A0A5B4 A0A5B4_HUMAN TRBV20-1 1
A0A1B0GTI1 A0A1B0GTI1_HUMAN NoGeneName 1
E7EWI0 E7EWI0_HUMAN MAGI2 1
F8WCM8 F8WCM8_HUMAN EPHB6 1
Q7Z7F4 Q7Z7F4_HUMAN SLC26A5 1
G5E950 G5E950_HUMAN ELN 3
A0A0J9YX62 A0A0J9YX62_HUMAN DNAJB6 1
A0A0A0MSQ7 A0A0A0MSQ7_HUMAN CALCR 1
A0A087X0Q6 A0A087X0Q6_HUMAN SP8 3
Q5I0Y5 Q5I0Y5_HUMAN HOXA10 1
B3KRT8 B3KRT8_HUMAN ELN 3
Q0PRL4 Q0PRL4_HUMAN FOXP2 2
E7EWQ4 E7EWQ4_HUMAN DGKI 1
A0A0U1RQE6 A0A0U1RQE6_HUMAN FOXP2 1
B4DSP0 B4DSP0_HUMAN PEG10 3
Q8IYG9 Q8IYG9_HUMAN DPP6 1
E7ETP7 E7ETP7_HUMAN ELN 2
H7C560 H7C560_HUMAN BRAF 2
H7C4Q8 H7C4Q8_HUMAN GTF2IRD1 1
A0A2U3TZI2 A0A2U3TZI2_HUMAN BRAF 2
E7EM72 E7EM72_HUMAN DGKI 1
A0A0D9SGI1 A0A0D9SGI1_HUMAN MAGI2 1
C9J2P9 C9J2P9_HUMAN CBLL1 2
A0A0D9SGF8 A0A0D9SGF8_HUMAN MAGI2 1
A0A024RDL5 A0A024RDL5_HUMAN AUTS2 1
G3XAL2 G3XAL2_HUMAN EZH2 1
Q8N6B5 Q8N6B5_HUMAN FOXP2 2
Q496J0 Q496J0_HUMAN SLC26A5 1
H7BXS9 H7BXS9_HUMAN TNRC18 1
Q496J3 Q496J3_HUMAN SLC26A5 1
Q6TQD3 Q6TQD3_HUMAN ACHE 1
G3V0G6 G3V0G6_HUMAN ELN 3
Q5JXL7 Q5JXL7_HUMAN SEPT7 1
I3L0D1 I3L0D1_HUMAN RBAK-RBAKDN 1
A0A0G2JNH7 A0A0G2JNH7_HUMAN EPHB6 1
A0A0C4DG16 A0A0C4DG16_HUMAN CALCR 1
A8MTZ4 A8MTZ4_HUMAN TNRC18 1
A0A3B3IRW4 A0A3B3IRW4_HUMAN SP4 1
F8WBJ4 F8WBJ4_HUMAN MKRN1 1
A0A0U1RQM2 A0A0U1RQM2_HUMAN FOXP2 2
H7C5K3 H7C5K3_HUMAN BRAF 2
C9J813 C9J813_HUMAN CALD1 1
C9JDX6 C9JDX6_HUMAN DNAJB6 1
F8WD34 F8WD34_HUMAN ACHE 1
H7C3B8 H7C3B8_HUMAN DTX2 1
F8WEY8 F8WEY8_HUMAN MKRN1 1
C9J2C4 C9J2C4_HUMAN DNAJB6 1
C9J884 C9J884_HUMAN CCDC136 1
E7EP82 E7EP82_HUMAN ELN 2
A0A3B3ISV4 A0A3B3ISV4_HUMAN VKORC1L1 2
E7ET07 E7ET07_HUMAN ING3 1
A0A087WVB5 A0A087WVB5_HUMAN AUTS2 1
C9JAD8 C9JAD8_HUMAN CCDC136 1
C9J2P2 C9J2P2_HUMAN DNAJB6 1
A0A0A6YYG8 A0A0A6YYG8_HUMAN RBAK-RBAKDN 1
E7EUH7 E7EUH7_HUMAN PUS7 1
C9JU31 C9JU31_HUMAN CCDC136 1
H7C3A1 H7C3A1_HUMAN SRRT 1
E9PH18 E9PH18_HUMAN DNAJB6 1
A0A0A0MTA6 A0A0A0MTA6_HUMAN NOS3 1
A0A2R8Y568 A0A2R8Y568_HUMAN AUTS2 1
A0A087WY08 A0A087WY08_HUMAN THSD7A 1
E7ES33 E7ES33_HUMAN SEPT7 1
F8WAS8 F8WAS8_HUMAN MKRN1 1
H7C0H2 H7C0H2_HUMAN RBM33 1
C9JQP8 C9JQP8_HUMAN FOXP2 1
H0Y3K4 H0Y3K4_HUMAN RBM33 3
H0YIA6 H0YIA6_HUMAN HOXA11 1
C9J2S3 C9J2S3_HUMAN ACHE 1
H7BZI8 H7BZI8_HUMAN PAXIP1 1
H0YHX3 H0YHX3_HUMAN HOXA4 2
C9J4Z5 C9J4Z5_HUMAN KMT2C 1
A0A0J9YXG7 A0A0J9YXG7_HUMAN GPC2 2
A0A0U1RRM2 A0A0U1RRM2_HUMAN SEPT7 1
C9JZL6 C9JZL6_HUMAN ACHE 1
A0A0D9SGF2 A0A0D9SGF2_HUMAN MAGI2 1
A0A2R8Y522 A0A2R8Y522_HUMAN AUTS2 1
E7EPK1 E7EPK1_HUMAN SEPT7 1
H0YL15 H0YL15_HUMAN POU6F2 2
A0A087WZG9 A0A087WZG9_HUMAN PEG10 3
A0A0C4DGU7 A0A0C4DGU7_HUMAN CCDC71L 1
A0A1B0GUF0 A0A1B0GUF0_HUMAN MAGI2 1
A0A0A0MRG0 A0A0A0MRG0_HUMAN CALCR 1
H0YMU7 H0YMU7_HUMAN KMT2C 1
A8MVF3 A8MVF3_HUMAN HOXA9 1
C9J386 C9J386_HUMAN H2AFV 1
F8WEM1 F8WEM1_HUMAN RADIL 1
F8W6X9 F8W6X9_HUMAN SDK1 1
C9JXA7 C9JXA7_HUMAN LAMTOR4 1
C9J6V2 C9J6V2_HUMAN RP9 1
A0A2R8YFE7 A0A2R8YFE7_HUMAN CDK13 1
A0A087WWA0 A0A087WWA0_HUMAN IRF5 1
C9JNS8 C9JNS8_HUMAN GRID2IP 1
E7ENM0 E7ENM0_HUMAN ELN 3
A0A087X231 A0A087X231_HUMAN MDFIC 1
A0A0U1RQR8 A0A0U1RQR8_HUMAN FOXP2 2
C9J0D1 C9J0D1_HUMAN H2AFV 1
C9JE17 C9JE17_HUMAN CCDC136 1
A0A087WX23 A0A087WX23_HUMAN PEG10 4
A0A087WTQ6 A0A087WTQ6_HUMAN SDK1 1
A0A2R8YES9 A0A2R8YES9_HUMAN BRAF 2
A0A0U1RQE0 A0A0U1RQE0_HUMAN FOXP2 2
H7C3R3 H7C3R3_HUMAN ZYX 1
A0A2R8Y4Z0 A0A2R8Y4Z0_HUMAN CDK13 1
F8WD68 F8WD68_HUMAN ACHE 1
C9J5F6 C9J5F6_HUMAN GRID2IP 1
E7ERT8 E7ERT8_HUMAN HOXA1 1
H7C5G8 H7C5G8_HUMAN RBM28 1
C9JDR7 C9JDR7_HUMAN DNAJB6 1
E9PFE2 E9PFE2_HUMAN GTF2IRD1 2
C9J2M4 C9J2M4_HUMAN SRPK2 1
C9JKM5 C9JKM5_HUMAN MET 1
C9IZ41 C9IZ41_HUMAN ZYX 1
A0A0U1RRH6 A0A0U1RRH6_HUMAN PHF14 1
E7EX44 E7EX44_HUMAN CALD1 1
J3KR05 J3KR05_HUMAN COBL 1
F5GXW1 F5GXW1_HUMAN DOCK4 1
A0A2R8Y4R9 A0A2R8Y4R9_HUMAN HOXA1 1
A0A087WXA3 A0A087WXA3_HUMAN SRRM3 2
E7EN65 E7EN65_HUMAN ELN 3
A0A1B0GTC0 A0A1B0GTC0_HUMAN MAGI2 1
C9JD78 C9JD78_HUMAN ACHE 1
A0A087WXK2 A0A087WXK2_HUMAN PEG10 2
A0A087WTA8 A0A087WTA8_HUMAN COL1A2 1
J3KN13 J3KN13_HUMAN MDFIC 1
H9KVB4 H9KVB4_HUMAN TNRC18 2
H0Y8A2 H0Y8A2_HUMAN ATXN7L1 1
G3V1Q4 G3V1Q4_HUMAN SEPT7 1
E7ENI6 E7ENI6_HUMAN ICA1 1
A0A182DWF7 A0A182DWF7_HUMAN MUC3A 1
C9JMN9 C9JMN9_HUMAN PDIA4 2
A0A0D9SET0 A0A0D9SET0_HUMAN MAGI2 1
F8WAH6 F8WAH6_HUMAN ELN 3
C9JS30 C9JS30_HUMAN NYAP1 3
A0A0U1RQY3 A0A0U1RQY3_HUMAN FOXP2 2
F8WAR7 F8WAR7_HUMAN ACHE 1
H0YH72 H0YH72_HUMAN FAM133B 1
A0A1B0GUI9 A0A1B0GUI9_HUMAN MAGI2 1
C9K0V9 C9K0V9_HUMAN ATXN7L1 1
H0Y4W2 H0Y4W2_HUMAN TRRAP 1
E7EWM3 E7EWM3_HUMAN ZMIZ2 2
A0A087WUL4 A0A087WUL4_HUMAN PEG10 4
A8MUV4 A8MUV4_HUMAN FOXP2 2
E7EM83 E7EM83_HUMAN PTPRN2 1
A8MTU2 A8MTU2_HUMAN FOXP2 1
E7ET89 E7ET89_HUMAN DTX2 1
H0YKR5 H0YKR5_HUMAN POU6F2 2
A0A087X127 A0A087X127_HUMAN ZMIZ2 2
A0A0D9SEY4 A0A0D9SEY4_HUMAN MAGI2 1
A0A3B3ISS6 A0A3B3ISS6_HUMAN GPNMB 1
C9JAA9 C9JAA9_HUMAN RBM28 1
A0A2R8Y467 A0A2R8Y467_HUMAN BRAF 2
A0A0A0MSG0 A0A0A0MSG0_HUMAN WIPF3 2
H0YK27 H0YK27_HUMAN POU6F2 2
E9PGZ1 E9PGZ1_HUMAN CALD1 1
F8WB93 F8WB93_HUMAN SP4 1
A0A2R8Y8C6 A0A2R8Y8C6_HUMAN AUTS2 1
C9IYI5 C9IYI5_HUMAN CCDC136 1
A0A1W2PS63 A0A1W2PS63_HUMAN FOXP2 2
H7C3D3 H7C3D3_HUMAN ZYX 1
A0A1W2PRP0 A0A1W2PRP0_HUMAN WI2-2373I1.2 1
H0Y2Y8 H0Y2Y8_HUMAN ZYX 2
C9JWF7 C9JWF7_HUMAN SRPK2 1
H7C2B2 H7C2B2_HUMAN POU6F2 1
O75128 COBL_HUMAN COBL 1
P08123 CO1A2_HUMAN COL1A2 1
Q8WXX7 AUTS2_HUMAN AUTS2 1
P04920 B3A2_HUMAN SLC4A2 1
Q9UIG0 BAZ1B_HUMAN BAZ1B 1
Q9ULK2 AT7L1_HUMAN ATXN7L1 1
Q8N129 CNPY4_HUMAN CNPY4 1
Q674R7 ATG9B_HUMAN ATG9B 2
Q9UDT6 CLIP2_HUMAN CLIP2 1
Q8N9Z2 CC71L_HUMAN CCDC71L 2
A0A2R8Y516 A0A2R8Y516_HUMAN AUTS2 1
E7EM64 E7EM64_HUMAN COPS6 1
E9PCM2 E9PCM2_HUMAN SLC26A5 1
A8MW92 P20L1_HUMAN PHF20L1 3
Q14990 ODFP1_HUMAN ODF1 1
Q8WWR9 PDPFL_HUMAN PPDPFL 1
Q8NHW3 MAFA_HUMAN MAFA 1
Q06455 MTG8_HUMAN RUNX1T1 1
Q9BXY0 MAK16_HUMAN MAK16 1
Q86SE8 NPM2_HUMAN NPM2 1
P07197 NFM_HUMAN NEFM 1
Q15149 PLEC_HUMAN PLEC 2
Q02297 NRG1_HUMAN NRG1 2
Q9NSY0 NRBP2_HUMAN NRBP2 1
Q99801 NKX31_HUMAN NKX3-1 1
Q50LG9 LRC24_HUMAN LRRC24 2
Q15154 PCM1_HUMAN PCM1 1
Q96MG8 PCMD1_HUMAN PCMTD1 1
O94761 RECQ4_HUMAN RECQL4 1
A1KZ92 PXDNL_HUMAN PXDNL 1
Q96BK5 PINX1_HUMAN PINX1 1
Q08495 DEMA_HUMAN DMTN 1
P11362 FGFR1_HUMAN FGFR1 1
P35219 CAH8_HUMAN CA8 1
Q8N531 FBXL6_HUMAN FBXL6 1
Q9P2D1 CHD7_HUMAN CHD7 3
Q6KF10 GDF6_HUMAN GDF6 1
P05423 RPC4_HUMAN POLR3D 1
Q9H8W4 PKHF2_HUMAN PLEKHF2 1
Q86YV5 PRAG1_HUMAN PRAG1 2
Q6WKZ4 RFIP1_HUMAN RAB11FIP1 1
Q6YI46 TMM64_HUMAN TMEM64 1
O94900 TOX_HUMAN TOX 1
O95271 TNKS1_HUMAN TNKS 3
Q8IXZ2 ZC3H3_HUMAN ZC3H3 1
Q69YN4 VIR_HUMAN VIRMA 4
Q9BRU9 UTP23_HUMAN UTP23 1
Q86UP3 ZFHX4_HUMAN ZFHX4 4
Q9H8N7 ZN395_HUMAN ZNF395 1
Q9H7S9 ZN703_HUMAN ZNF703 3
Q96GY0 ZC21A_HUMAN ZC2HC1A 2
Q96DT7 ZBT10_HUMAN ZBTB10 1
Q9H2Y9 SO5A1_HUMAN SLCO5A1 1
O75525 KHDR3_HUMAN KHDRBS3 1
P11940 PABP1_HUMAN PABPC1 1
Q9UL42 PNMA2_HUMAN PNMA2 1
Q9BYZ6 RHBT2_HUMAN RHOBTB2 1
Q9BT81 SOX7_HUMAN SOX7 1
Q13454 TUSC3_HUMAN TUSC3 1
Q96A56 T53I1_HUMAN TP53INP1 1
Q6P1X5 TAF2_HUMAN TAF2 3
Q96LD1 SGCZ_HUMAN SGCZ 1
Q9H0F6 SHRPN_HUMAN SHARPIN 1
Q9H6I2 SOX17_HUMAN SOX17 1
Q7RTU7 SCX_HUMAN SCX 1
Q13884 SNTB1_HUMAN SNTB1 1
Q14160 SCRIB_HUMAN SCRIB 1
P29084 T2EB_HUMAN GTF2E2 1
Q86YL5 TDRP_HUMAN TDRP 1
P54274 TERF1_HUMAN TERF1 1
Q96HA7 TONSL_HUMAN TONSL 2
O95071 UBR5_HUMAN UBR5 3
A0PK22 A0PK22_HUMAN GDF6 1
H0YBF7 H0YBF7_HUMAN ASAP1 1
O14514 AGRB1_HUMAN ADGRB1 2
Q4LEZ3 AARD_HUMAN AARD 1
Q9ULH1 ASAP1_HUMAN ASAP1 1
P58107 EPIPL_HUMAN EPPK1 1
O75907 DGAT1_HUMAN DGAT1 1
Q15329 E2F5_HUMAN E2F5 1
Q96CG8 CTHR1_HUMAN CTHRC1 1
Q9H7D0 DOCK5_HUMAN DOCK5 2
O43525 KCNQ3_HUMAN KCNQ3 1
Q92794 KAT6A_HUMAN KAT6A 3
Q86UE4 LYRIC_HUMAN MTDH 1
P43694 GATA4_HUMAN GATA4 2
G3V1D8 G3V1D8_HUMAN LRRC24 2
A0A3B3ISD1 A0A3B3ISD1_HUMAN FGFR1 1
E7ERJ7 E7ERJ7_HUMAN PABPC1 1
H0YBN5 H0YBN5_HUMAN VIRMA 1
E9PKF2 E9PKF2_HUMAN FGFR1 1
A5PLL3 A5PLL3_HUMAN KAT6A 1
D6RDV0 D6RDV0_HUMAN TUSC3 1
E7ET42 E7ET42_HUMAN KCNQ3 1
A0A3B3IS53 A0A3B3IS53_HUMAN KAT6A 2
E7EU09 E7EU09_HUMAN FGFR1 1
A0A0A0MQS0 A0A0A0MQS0_HUMAN PHF20L1 3
A0A0A0MR74 A0A0A0MR74_HUMAN DGAT1 1
A0A0D9SF85 A0A0D9SF85_HUMAN NRG1 1
E7EMW7 E7EMW7_HUMAN UBR5 3
A0A3B3ITI3 A0A3B3ITI3_HUMAN KAT6A 3
E5RHT4 E5RHT4_HUMAN POLR3D 1
E5RFQ8 E5RFQ8_HUMAN NPM2 1
A0A0A0MRE5 A0A0A0MRE5_HUMAN ASAP1 1
A0A087WWT6 A0A087WWT6_HUMAN RUNX1T1 1
C1KBH7 C1KBH7_HUMAN FGFR1 1
B5A958 B5A958_HUMAN FGFR1 1
Q08AT0 Q08AT0_HUMAN SGCZ 1
G3XAN5 G3XAN5_HUMAN ASPH 1
H0YAS6 H0YAS6_HUMAN PABPC1 1
E5RJU9 E5RJU9_HUMAN MTDH 1
H0YAP0 H0YAP0_HUMAN ZC2HC1A 1
A0A087WZB4 A0A087WZB4_HUMAN KCNQ3 1
D6RIY7 D6RIY7_HUMAN TUSC3 1
E7ET84 E7ET84_HUMAN UBR5 2
A0A3B3ITC2 A0A3B3ITC2_HUMAN SNTB1 1
E5RG74 E5RG74_HUMAN ADGRB1 1
H0YBV4 H0YBV4_HUMAN WDYHV1 1
E7EQW7 E7EQW7_HUMAN RUNX1T1 1
E5RFK4 E5RFK4_HUMAN DMTN 1
F5H1M8 F5H1M8_HUMAN PCMTD1 1
E7ESP9 E7ESP9_HUMAN NEFM 1
A8MUE8 A8MUE8_HUMAN PHF20L1 2
E7EWY6 E7EWY6_HUMAN TNKS 3
A0A0A6YYK5 A0A0A6YYK5_HUMAN NoGeneName 1
E9PQ40 E9PQ40_HUMAN FGFR1 1
D6RA37 D6RA37_HUMAN TUSC3 1
H0YBJ8 H0YBJ8_HUMAN MTDH 1
E7ETA8 E7ETA8_HUMAN RUNX1T1 1
E9PM57 E9PM57_HUMAN PHF20L1 2
H0YC05 H0YC05_HUMAN PHF20L1 2
A0A3F2YNX6 A0A3F2YNX6_HUMAN KAT6A 3
A0A087WZ09 A0A087WZ09_HUMAN GATA4 2
A0A1W2PQ47 A0A1W2PQ47_HUMAN FDFT1 1
A0A075B730 A0A075B730_HUMAN EPPK1 1
A0A0G2JMS7 A0A0G2JMS7_HUMAN SCRIB 2
V9GZ64 V9GZ64_HUMAN RECQL4 1
E9PJD7 E9PJD7_HUMAN CYHR1 1
H0YAW6 H0YAW6_HUMAN PABPC1 1
A0A1B0GX92 A0A1B0GX92_HUMAN RUNX1T1 1
A0A0G2JNZ2 A0A0G2JNZ2_HUMAN SCRIB 2
E9PNM3 E9PNM3_HUMAN FGFR1 1
E7EWJ9 E7EWJ9_HUMAN RUNX1T1 1
E5RJZ9 E5RJZ9_HUMAN KHDRBS3 1
E9PKV7 E9PKV7_HUMAN FGFR1 1
E7EQW3 E7EQW3_HUMAN RUNX1T1 1
E7ESA9 E7ESA9_HUMAN RUNX1T1 1
A0A087X0X2 A0A087X0X2_HUMAN GDF6 1
A0A2R8Y5M7 A0A2R8Y5M7_HUMAN ADGRB1 2
A0A0G2JPP5 A0A0G2JPP5_HUMAN SCRIB 2
A0A0A0MSU1 A0A0A0MSU1_HUMAN RUNX1T1 1
E5RHJ8 E5RHJ8_HUMAN RUNX1T1 1
E5RG85 E5RG85_HUMAN RUNX1T1 1
H0YCP0 H0YCP0_HUMAN NRG1 1
H0YDN1 H0YDN1_HUMAN PLEC 1
C9J1L5 C9J1L5_HUMAN FGFR1 1
F8W9L8 F8W9L8_HUMAN PHF20L1 3
A0A087X072 A0A087X072_HUMAN RECQL4 1
E5RJ32 E5RJ32_HUMAN RUNX1T1 1
E5RH17 E5RH17_HUMAN ODF1 1
H0YC44 H0YC44_HUMAN TPD52 1
E5RIW4 E5RIW4_HUMAN GTF2E2 1
E5RFJ5 E5RFJ5_HUMAN TERF1 1
H0YEX2 H0YEX2_HUMAN TAF2 3
E5RIX7 E5RIX7_HUMAN SNTB1 1
E7EQV3 E7EQV3_HUMAN PABPC1 1
H0YAQ1 H0YAQ1_HUMAN KHDRBS3 1
H0YC58 H0YC58_HUMAN CCAR2 1
E5RH41 E5RH41_HUMAN GTF2E2 1
H0YAS7 H0YAS7_HUMAN PABPC1 1
H0YAQ3 H0YAQ3_HUMAN KHDRBS3 1
E5RH30 E5RH30_HUMAN RUNX1T1 1
E5RJB3 E5RJB3_HUMAN RUNX1T1 1
A8MXR8 A8MXR8_HUMAN PHF20L1 2
E7EVZ1 E7EVZ1_HUMAN ZFHX4 4
H0YB75 H0YB75_HUMAN PABPC1 1
E5RHD2 E5RHD2_HUMAN TNKS 3
H0YBA3 H0YBA3_HUMAN NRG1 1
E5RK76 E5RK76_HUMAN RUNX1T1 1
E7EVQ5 E7EVQ5_HUMAN CTHRC1 1
E7EQ68 E7EQ68_HUMAN POLR3D 1
E5RK24 E5RK24_HUMAN GTF2E2 1
Q8NFW1 COMA1_HUMAN COL22A1 1
Q6PL18 ATAD2_HUMAN ATAD2 1
Q8NFJ8 BHE22_HUMAN BHLHE22 4
Q8IV03 LUR1L_HUMAN LURAP1L 2
O15146 MUSK_HUMAN MUSK 1
Q13219 PAPP1_HUMAN PAPPA 1
A1L443 NTM2F_HUMAN NUTM2F 1
Q5VZR2 NTM2G_HUMAN NUTM2G 1
Q5SRE5 NU188_HUMAN NUP188 1
P35658 NU214_HUMAN NUP214 1
Q15406 NR6A1_HUMAN NR6A1 1
P46531 NOTC1_HUMAN NOTCH1 1
Q9NQX5 NPDC1_HUMAN NPDC1 1
Q92570 NR4A3_HUMAN NR4A3 1
Q86UR1 NOXA1_HUMAN NOXA1 1
Q8IY26 PLPP6_HUMAN PLPP6 2
P50458 LHX2_HUMAN LHX2 1
Q9H1U4 MEGF9_HUMAN MEGF9 1
P40426 PBX3_HUMAN PBX3 1
O75151 PHF2_HUMAN PHF2 1
Q9UKM7 MA1B1_HUMAN MAN1B1 1
Q2I0M4 LRC26_HUMAN LRRC26 1
Q96BF6 NACC2_HUMAN NACC2 1
Q12967 GNDS_HUMAN RALGDS 2
Q08379 GOGA2_HUMAN GOLGA2 1
Q5VZB9 DMRTA_HUMAN DMRTA1 1
Q5VWQ8 DAB2P_HUMAN DAB2IP 2
Q5W0U4 BSPRY_HUMAN BSPRY 1
Q8N4J0 CARME_HUMAN CARNMT1 1
Q9P1Z9 CC180_HUMAN CCDC180 2
O94769 ECM2_HUMAN ECM2 1
Q5T1M5 FKB15_HUMAN FKBP15 1
Q9P0K9 FRS1L_HUMAN FRRS1L 1
O75899 GABR2_HUMAN GABBR2 1
Q96RU3 FNBP1_HUMAN FNBP1 1
