UniqueIdentifier EntryName NumberTRs
E5RIW4 E5RIW4_HUMAN 1
E5RFJ5 E5RFJ5_HUMAN 1
H0YEX2 H0YEX2_HUMAN 3
E5RIX7 E5RIX7_HUMAN 1
E7EQV3 E7EQV3_HUMAN 1
H0YAQ1 H0YAQ1_HUMAN 1
H0YC58 H0YC58_HUMAN 1
E5RH41 E5RH41_HUMAN 1
H0YAS7 H0YAS7_HUMAN 1
H0YAQ3 H0YAQ3_HUMAN 1
E5RH30 E5RH30_HUMAN 1
E5RJB3 E5RJB3_HUMAN 1
A8MXR8 A8MXR8_HUMAN 2
E7EVZ1 E7EVZ1_HUMAN 4
H0YB75 H0YB75_HUMAN 1
E5RHD2 E5RHD2_HUMAN 3
H0YBA3 H0YBA3_HUMAN 1
E5RK76 E5RK76_HUMAN 1
E7EVQ5 E7EVQ5_HUMAN 1
E7EQ68 E7EQ68_HUMAN 1
E5RK24 E5RK24_HUMAN 1
Q8NFW1 COMA1_HUMAN 1
Q6PL18 ATAD2_HUMAN 1
Q8NFJ8 BHE22_HUMAN 4
Q8IV03 LUR1L_HUMAN 2
O15146 MUSK_HUMAN 1
Q13219 PAPP1_HUMAN 1
A1L443 NTM2F_HUMAN 1
Q5VZR2 NTM2G_HUMAN 1
Q5SRE5 NU188_HUMAN 1
P35658 NU214_HUMAN 1
Q15406 NR6A1_HUMAN 1
P46531 NOTC1_HUMAN 1
Q9NQX5 NPDC1_HUMAN 1
Q92570 NR4A3_HUMAN 1
Q86UR1 NOXA1_HUMAN 1
Q8IY26 PLPP6_HUMAN 2
P50458 LHX2_HUMAN 1
Q9H1U4 MEGF9_HUMAN 1
P40426 PBX3_HUMAN 1
O75151 PHF2_HUMAN 1
Q9UKM7 MA1B1_HUMAN 1
Q2I0M4 LRC26_HUMAN 1
Q96BF6 NACC2_HUMAN 1
Q12967 GNDS_HUMAN 2
Q08379 GOGA2_HUMAN 1
Q5VZB9 DMRTA_HUMAN 1
Q5VWQ8 DAB2P_HUMAN 2
Q5W0U4 BSPRY_HUMAN 1
Q8N4J0 CARME_HUMAN 1
Q9P1Z9 CC180_HUMAN 2
O94769 ECM2_HUMAN 1
Q5T1M5 FKB15_HUMAN 1
Q9P0K9 FRS1L_HUMAN 1
O75899 GABR2_HUMAN 1
Q96RU3 FNBP1_HUMAN 1
Q96I24 FUBP3_HUMAN 1
Q5H8C1 FREM1_HUMAN 1
Q5VYV0 FOXB2_HUMAN 4
A2A2Y4 FRMD3_HUMAN 1
Q3YEC7 RABL6_HUMAN 1
O15120 PLCB_HUMAN 1
P51531 SMCA2_HUMAN 1
Q5SXM2 SNPC4_HUMAN 2
Q99811 PRRX2_HUMAN 1
P54727 RD23B_HUMAN 1
P49796 RGS3_HUMAN 1
Q8TDI8 TMC1_HUMAN 2
Q04724 TLE1_HUMAN 1
Q9H330 TM245_HUMAN 1
Q4KMQ1 TPRN_HUMAN 1
Q9BSL1 UBAC1_HUMAN 1
A6NLX4 TM210_HUMAN 1
P23025 XPA_HUMAN 1
Q7RTV3 ZN367_HUMAN 1
A8K0Z3 WASH1_HUMAN 1
Q96JM2 ZN462_HUMAN 1
Q14678 KANK1_HUMAN 1
P20774 MIME_HUMAN 1
Q5JUK3 KCNT1_HUMAN 1
O43474 KLF4_HUMAN 1
P23468 PTPRD_HUMAN 1
Q9Y6A1 POMT1_HUMAN 1
Q9H4Q4 PRD12_HUMAN 1
Q5T8A7 PPR26_HUMAN 1
Q5JSZ5 PRC2B_HUMAN 2
Q13285 STF1_HUMAN 1
Q96SI9 STRBP_HUMAN 1
Q8N2Y8 RUSC2_HUMAN 1
Q92574 TSC1_HUMAN 1
Q8NHH1 TTL11_HUMAN 1
Q5VTQ0 TT39B_HUMAN 1
Q8NEE8 TTC16_HUMAN 1
Q4LDE5 SVEP1_HUMAN 1
Q9NR46 SHLB2_HUMAN 1
Q15464 SHB_HUMAN 1
Q9Y5Q8 TF3C5_HUMAN 1
Q8IZX4 TAF1L_HUMAN 1
P36897 TGFR1_HUMAN 2
Q04727 TLE4_HUMAN 1
Q5VYS8 TUT7_HUMAN 1
A0A0B4J229 A0A0B4J229_HUMAN 1
Q5T7U1 Q5T7U1_HUMAN 1
A0A0A0MSW3 A0A0A0MSW3_HUMAN 1
A0A0D9SFC8 A0A0D9SFC8_HUMAN 1
Q5JT02 Q5JT02_HUMAN 1
Q7Z591 AKNA_HUMAN 2
P42568 AF9_HUMAN 2
Q9Y2D5 AKAP2_HUMAN 1
Q9BXN1 ASPN_HUMAN 1
Q9BPX5 ARP5L_HUMAN 1
Q92805 GOGA1_HUMAN 1
Q9UK96 FBX10_HUMAN 1
Q969U6 FBXW5_HUMAN 1
Q9H329 E41LB_HUMAN 1
Q5IJ48 CRUM2_HUMAN 2
Q5HYC2 K2026_HUMAN 2
Q8IXK2 GLT12_HUMAN 1
Q5T953 IER5L_HUMAN 3
O00358 FOXE1_HUMAN 1
P61978 HNRPK_HUMAN 2
Q6UXD1 HRCT1_HUMAN 1
Q9BTG3 Q9BTG3_HUMAN 1
F8WE85 F8WE85_HUMAN 1
H0Y4Z8 H0Y4Z8_HUMAN 1
Q5T8U9 Q5T8U9_HUMAN 1
A0A2R8Y5S3 A0A2R8Y5S3_HUMAN 1
C9J6E4 C9J6E4_HUMAN 1
A0A0A0MT60 A0A0A0MT60_HUMAN 1
F8W1R9 F8W1R9_HUMAN 2
A0A087WSY1 A0A087WSY1_HUMAN 1
Q5T0B5 Q5T0B5_HUMAN 1
Q6IMJ6 Q6IMJ6_HUMAN 1
A0A1B0GWA8 A0A1B0GWA8_HUMAN 1
A0A0R4J2E0 A0A0R4J2E0_HUMAN 1
C9J8S8 C9J8S8_HUMAN 1
Q5TBF2 Q5TBF2_HUMAN 1
F1DAM0 F1DAM0_HUMAN 1
F5GWR7 F5GWR7_HUMAN 1
A0A1B0GU54 A0A1B0GU54_HUMAN 1
J3KN78 J3KN78_HUMAN 1
B4DY26 B4DY26_HUMAN 1
Q3KPI9 Q3KPI9_HUMAN 1
F6VDE0 F6VDE0_HUMAN 1
H0Y7W6 H0Y7W6_HUMAN 1
Q5T3J6 Q5T3J6_HUMAN 1
A0A0C4DGF7 A0A0C4DGF7_HUMAN 1
F6T2C8 F6T2C8_HUMAN 1
Q5T6W2 Q5T6W2_HUMAN 2
H0YFF4 H0YFF4_HUMAN 1
A0A2R8YFV7 A0A2R8YFV7_HUMAN 1
C9J9Y7 C9J9Y7_HUMAN 1
C9JYL2 C9JYL2_HUMAN 1
H7BY84 H7BY84_HUMAN 1
A0A0U1RQZ9 A0A0U1RQZ9_HUMAN 1
A0A087X064 A0A087X064_HUMAN 1
H7C4P7 H7C4P7_HUMAN 1
A0A3B3ITG3 A0A3B3ITG3_HUMAN 1
H7C4W5 H7C4W5_HUMAN 1
H0Y5S0 H0Y5S0_HUMAN 1
A0A0U1RRF8 A0A0U1RRF8_HUMAN 1
H0YGQ1 H0YGQ1_HUMAN 1
H0YF36 H0YF36_HUMAN 1
A0A0A0MR12 A0A0A0MR12_HUMAN 2
A0A2R8Y471 A0A2R8Y471_HUMAN 2
R4GNH1 R4GNH1_HUMAN 1
Q5SPY9 Q5SPY9_HUMAN 1
H0YD70 H0YD70_HUMAN 1
F6V803 F6V803_HUMAN 1
H0YG20 H0YG20_HUMAN 1
A0A2Q2TH77 A0A2Q2TH77_HUMAN 1
Q5JS98 Q5JS98_HUMAN 1
Q5T6F6 Q5T6F6_HUMAN 1
H7C4E4 H7C4E4_HUMAN 1
Q5TBF5 Q5TBF5_HUMAN 1
A0A286YF52 A0A286YF52_HUMAN 1
A0A0D9SEY3 A0A0D9SEY3_HUMAN 1
U3KQA2 U3KQA2_HUMAN 1
Q5W0W3 Q5W0W3_HUMAN 1
R4GMV4 R4GMV4_HUMAN 1
X6RE90 X6RE90_HUMAN 1
A0A087WVF6 A0A087WVF6_HUMAN 1
A0A075B6H5 A0A075B6H5_HUMAN 1
A0A0A0MSD0 A0A0A0MSD0_HUMAN 1
F2Z2T2 F2Z2T2_HUMAN 1
H0YD00 H0YD00_HUMAN 1
Q5JT00 Q5JT00_HUMAN 1
A0A1W2PQY5 A0A1W2PQY5_HUMAN 1
A0A2R8Y5N2 A0A2R8Y5N2_HUMAN 1
H7C0H1 H7C0H1_HUMAN 1
A0A2R8YDA3 A0A2R8YDA3_HUMAN 2
H0Y3A3 H0Y3A3_HUMAN 2
A0A2R8Y2M5 A0A2R8Y2M5_HUMAN 1
H0YGV7 H0YGV7_HUMAN 1
A0A0D9SFX4 A0A0D9SFX4_HUMAN 1
H3BLU1 H3BLU1_HUMAN 1
A0A2R8Y6S1 A0A2R8Y6S1_HUMAN 1
E2QRH1 E2QRH1_HUMAN 1
C9JAX7 C9JAX7_HUMAN 1
H0Y5D0 H0Y5D0_HUMAN 1
J3KNS1 J3KNS1_HUMAN 1
C9JVY5 C9JVY5_HUMAN 1
B7ZC38 B7ZC38_HUMAN 1
F8WA47 F8WA47_HUMAN 1
H0YC91 H0YC91_HUMAN 1
H0YFU3 H0YFU3_HUMAN 1
V9GY32 V9GY32_HUMAN 1
Q8IZC6 CORA1_HUMAN 1
Q9HBU1 BARX1_HUMAN 1
O75129 ASTN2_HUMAN 2
Q8N5I2 ARRD1_HUMAN 1
Q76LX8 ATS13_HUMAN 1
Q96QU1 PCD15_HUMAN 1
Q02962 PAX2_HUMAN 1
Q9BYE7 PCGF6_HUMAN 1
Q7RTS3 PTF1A_HUMAN 1
Q8IVF1 NTM2A_HUMAN 2
A6NNL0 NTM2B_HUMAN 2
Q5VT03 NTM2D_HUMAN 1
B1AL46 NTM2E_HUMAN 2
O14786 NRP1_HUMAN 1
Q8WTT2 NOC3L_HUMAN 1
Q9UD57 NKX12_HUMAN 1
Q14978 NOLC1_HUMAN 2
Q9NXX6 NSE4A_HUMAN 2
O60551 NMT2_HUMAN 1
Q9H5P4 PDZD7_HUMAN 1
P52849 NDST2_HUMAN 1
Q8TAU0 NKX23_HUMAN 2
Q9BRK4 LZTS2_HUMAN 2
Q8WY41 NANO1_HUMAN 2
Q5SQQ9 VAX1_HUMAN 1
Q96KC8 DNJC1_HUMAN 1
Q04743 EMX2_HUMAN 1
Q9H461 FZD8_HUMAN 1
Q9NX09 DDIT4_HUMAN 1
Q9Y2E4 DIP2C_HUMAN 1
Q9BQ39 DDX50_HUMAN 1
P36894 BMR1A_HUMAN 1
Q8NE35 CPEB3_HUMAN 3
O95319 CELF2_HUMAN 1
P15169 CBPN_HUMAN 1
Q8NDM7 CFA43_HUMAN 1
P11161 EGR2_HUMAN 2
Q86Y37 CACL1_HUMAN 1
Q92743 HTRA1_HUMAN 1
P49902 5NTC_HUMAN 1
Q9UPS8 ANR26_HUMAN 1
A6NF34 ANTRL_HUMAN 2
P55107 GDF10_HUMAN 1
P61647 SIA8F_HUMAN 1
O75364 PITX3_HUMAN 1
Q9P0L9 PK2L1_HUMAN 1
Q5T5P2 SKT_HUMAN 4
Q1XH10 SKDA1_HUMAN 4
Q5JTH9 RRP12_HUMAN 1
A5PKW4 PSD1_HUMAN 1
Q9NS39 RED2_HUMAN 1
P07949 RET_HUMAN 1
Q9HAU5 RENT2_HUMAN 2
P56975 NRG3_HUMAN 3
Q969E3 UCN3_HUMAN 1
Q9HD45 TM9S3_HUMAN 1
Q9ULJ6 ZMIZ1_HUMAN 2
P37275 ZEB1_HUMAN 1
A7E2V4 ZSWM8_HUMAN 1
Q96F45 ZN503_HUMAN 3
P31314 TLX1_HUMAN 1
Q96EB6 SIR1_HUMAN 1
Q14CX5 MF13A_HUMAN 1
P33176 KINH_HUMAN 1
Q9P266 JCAD_HUMAN 1
Q13261 I15RA_HUMAN 1
P16298 PP2BB_HUMAN 1
Q5VV67 PPRC1_HUMAN 2
P30405 PPIF_HUMAN 1
P10124 SRGN_HUMAN 1
Q92783 STAM1_HUMAN 1
Q9BX66 SRBS1_HUMAN 1
Q5TCZ1 SPD2A_HUMAN 1
Q9H987 SYP2L_HUMAN 1
A0MZ66 SHOT1_HUMAN 1
P48061 SDF1_HUMAN 1
Q9NTN9 SEM4G_HUMAN 1
Q9BQS2 SYT15_HUMAN 1
O95359 TACC2_HUMAN 1
Q5VWG9 TAF3_HUMAN 2
Q5VWI1 TCRGL_HUMAN 2
J3KPS0 J3KPS0_HUMAN 2
A0A3B3IS73 A0A3B3IS73_HUMAN 1
A0A1B0GU44 A0A1B0GU44_HUMAN 1
Q8IZP0 ABI1_HUMAN 2
Q16352 AINX_HUMAN 1
Q12955 ANK3_HUMAN 1
P08588 ADRB1_HUMAN 1
Q9BXX3 AN30A_HUMAN 1
Q7Z5R6 AB1IP_HUMAN 2
Q5VUB5 F1711_HUMAN 1
A6NNW6 ENO4_HUMAN 1
Q03468 ERCC6_HUMAN 1
P57775 FBXW4_HUMAN 1
Q9NXW2 DJB12_HUMAN 2
Q16204 CCDC6_HUMAN 2
Q14185 DOCK1_HUMAN 1
Q8NE86 MCU_HUMAN 1
Q8WYB5 KAT6B_HUMAN 3
Q12791 KCMA1_HUMAN 1
A6NHT5 HMX3_HUMAN 3
H0Y5Z6 H0Y5Z6_HUMAN 1
A0A0A0MRH7 A0A0A0MRH7_HUMAN 1
E7EMZ9 E7EMZ9_HUMAN 1
B6VEX4 B6VEX4_HUMAN 2
Q5F2F8 Q5F2F8_HUMAN 1
A0A087WZN9 A0A087WZN9_HUMAN 2
K9N1J3 K9N1J3_HUMAN 1
F5H3E1 F5H3E1_HUMAN 1
R4GN99 R4GN99_HUMAN 1
K9N2S2 K9N2S2_HUMAN 1
A0A3B3IT63 A0A3B3IT63_HUMAN 1
A0A3B3ITI0 A0A3B3ITI0_HUMAN 2
V9GYN7 V9GYN7_HUMAN 2
A0A3B3ISI1 A0A3B3ISI1_HUMAN 2
A0A3B3ISD5 A0A3B3ISD5_HUMAN 1
D5MRH1 D5MRH1_HUMAN 1
A0A3B3IU93 A0A3B3IU93_HUMAN 1
A0A3B3IT19 A0A3B3IT19_HUMAN 1
A0A096LNH4 A0A096LNH4_HUMAN 1
A0A3B3IUA4 A0A3B3IUA4_HUMAN 1
F5H7M9 F5H7M9_HUMAN 1
H0Y548 H0Y548_HUMAN 1
A0A3B3ISF5 A0A3B3ISF5_HUMAN 1
Q9BTX6 Q9BTX6_HUMAN 1
S4R438 S4R438_HUMAN 1
K9N163 K9N163_HUMAN 1
E9PC62 E9PC62_HUMAN 1
K9N2Q6 K9N2Q6_HUMAN 1
E9PBC6 E9PBC6_HUMAN 1
Q5T1X2 Q5T1X2_HUMAN 1
B7ZMF5 B7ZMF5_HUMAN 1
R4GNA2 R4GNA2_HUMAN 1
S4R3F5 S4R3F5_HUMAN 1
V9GY70 V9GY70_HUMAN 1
A0A1W2PPY5 A0A1W2PPY5_HUMAN 1
A2A3D8 A2A3D8_HUMAN 1
E9PEP6 E9PEP6_HUMAN 1
A0A087X1T6 A0A087X1T6_HUMAN 1
A0A0A0MRQ8 A0A0A0MRQ8_HUMAN 1
F6WR09 F6WR09_HUMAN 2
A0A1W2PP26 A0A1W2PP26_HUMAN 1
A0A1W2PNY7 A0A1W2PNY7_HUMAN 1
S4R3C2 S4R3C2_HUMAN 1
B1AL12 B1AL12_HUMAN 1
Q5VZZ6 Q5VZZ6_HUMAN 1
F8W754 F8W754_HUMAN 1
A0A1W2PR62 A0A1W2PR62_HUMAN 1
F5H1L3 F5H1L3_HUMAN 1
A0A087WUN5 A0A087WUN5_HUMAN 1
A0A2R8Y6C0 A0A2R8Y6C0_HUMAN 1
R4GMZ1 R4GMZ1_HUMAN 1
A2A3E7 A2A3E7_HUMAN 1
A0A075B6P9 A0A075B6P9_HUMAN 1
A0A087WUA8 A0A087WUA8_HUMAN 1
S4R3H3 S4R3H3_HUMAN 1
A0A087X250 A0A087X250_HUMAN 1
E7EVG6 E7EVG6_HUMAN 1
A0A1W2PPX7 A0A1W2PPX7_HUMAN 1
X6R7H2 X6R7H2_HUMAN 2
A0A1W2PQA0 A0A1W2PQA0_HUMAN 1
A0A087WVC1 A0A087WVC1_HUMAN 1
A0A087WZL8 A0A087WZL8_HUMAN 1
A0A087WVT0 A0A087WVT0_HUMAN 2
A9Z1W1 A9Z1W1_HUMAN 1
A0A0U1RRK8 A0A0U1RRK8_HUMAN 1
Q5JWQ2 Q5JWQ2_HUMAN 1
A0A096LNH6 A0A096LNH6_HUMAN 1
A2A3E4 A2A3E4_HUMAN 1
B1AL11 B1AL11_HUMAN 1
S4R349 S4R349_HUMAN 1
A0A1W2PRV4 A0A1W2PRV4_HUMAN 1
A0A3B3ISZ4 A0A3B3ISZ4_HUMAN 1
A0A0A0MRR0 A0A0A0MRR0_HUMAN 1
E9PGB3 E9PGB3_HUMAN 1
F5H3I8 F5H3I8_HUMAN 1
A0A1B0GUN8 A0A1B0GUN8_HUMAN 1
A0A1W2PQ61 A0A1W2PQ61_HUMAN 1
A0A087WZ37 A0A087WZ37_HUMAN 1
A0A3B3IRW8 A0A3B3IRW8_HUMAN 1
A0A0C4DGG8 A0A0C4DGG8_HUMAN 1
E7ESJ3 E7ESJ3_HUMAN 1
A0A0A0MRT6 A0A0A0MRT6_HUMAN 2
A0A087WZN4 A0A087WZN4_HUMAN 1
A0A087WZW3 A0A087WZW3_HUMAN 2
A2A3E3 A2A3E3_HUMAN 1
S4R453 S4R453_HUMAN 1
Q5W0J8 Q5W0J8_HUMAN 1
R4GNA6 R4GNA6_HUMAN 2
A0A1W2PP94 A0A1W2PP94_HUMAN 1
A0A087WTR6 A0A087WTR6_HUMAN 1
F5H2E6 F5H2E6_HUMAN 1
R4GNF4 R4GNF4_HUMAN 1
D6RAA5 D6RAA5_HUMAN 1
G3V1B7 G3V1B7_HUMAN 1
A0A1W2PRN5 A0A1W2PRN5_HUMAN 1
A0A2R8YE50 A0A2R8YE50_HUMAN 1
A0A1W2PR56 A0A1W2PR56_HUMAN 1
C9JYL6 C9JYL6_HUMAN 1
A0A1W2PPT7 A0A1W2PPT7_HUMAN 1
A2A3E1 A2A3E1_HUMAN 1
C9J4F3 C9J4F3_HUMAN 1
A0A1W2PPZ1 A0A1W2PPZ1_HUMAN 1
A0A0J9YX66 A0A0J9YX66_HUMAN 1
A0A1W2PNW6 A0A1W2PNW6_HUMAN 1
V9GYD9 V9GYD9_HUMAN 1
H7BZ52 H7BZ52_HUMAN 1
A0A2R8Y507 A0A2R8Y507_HUMAN 1
H0Y382 H0Y382_HUMAN 1
B1AP58 B1AP58_HUMAN 1
A0A1W2PRB0 A0A1W2PRB0_HUMAN 1
A0A1B0GTZ9 A0A1B0GTZ9_HUMAN 1
S4R319 S4R319_HUMAN 1
U3KQD0 U3KQD0_HUMAN 1
S4R3W8 S4R3W8_HUMAN 1
A0A1B0GUT6 A0A1B0GUT6_HUMAN 1
E7EM53 E7EM53_HUMAN 1
B7ZBT8 B7ZBT8_HUMAN 1
Q5SVJ8 Q5SVJ8_HUMAN 1
H7BZT8 H7BZT8_HUMAN 1
A0A1W2PQK5 A0A1W2PQK5_HUMAN 1
A0A0U1RQW6 A0A0U1RQW6_HUMAN 1
A0A1W2PRG5 A0A1W2PRG5_HUMAN 1
A0A1W2PRE5 A0A1W2PRE5_HUMAN 1
A0A1W2PSA7 A0A1W2PSA7_HUMAN 1
A0A0A0MS77 A0A0A0MS77_HUMAN 1
A0A1W2PNY9 A0A1W2PNY9_HUMAN 1
A0A1W2PSD3 A0A1W2PSD3_HUMAN 1
C9JFK9 C9JFK9_HUMAN 2
A0A2R8YH74 A0A2R8YH74_HUMAN 1
Q4VXL8 Q4VXL8_HUMAN 1
S4R393 S4R393_HUMAN 1
A2A3E5 A2A3E5_HUMAN 1
A0A1W2PNQ3 A0A1W2PNQ3_HUMAN 1
A0A1W2PQ93 A0A1W2PQ93_HUMAN 1
E9PQ64 E9PQ64_HUMAN 1
A0A1W2PP06 A0A1W2PP06_HUMAN 1
H0Y507 H0Y507_HUMAN 1
Q5SVJ9 Q5SVJ9_HUMAN 1
A0A1W2PQR1 A0A1W2PQR1_HUMAN 1
Q5SVJ7 Q5SVJ7_HUMAN 1
B1ALS0 B1ALS0_HUMAN 1
A0A0A0MRB8 A0A0A0MRB8_HUMAN 1
A0A2R8YEV2 A0A2R8YEV2_HUMAN 1
A0A0A0MRM9 A0A0A0MRM9_HUMAN 2
A2A3E6 A2A3E6_HUMAN 1
A0A1W2PNH9 A0A1W2PNH9_HUMAN 1
B1AL13 B1AL13_HUMAN 1
Q5W026 Q5W026_HUMAN 1
Q5JWQ6 Q5JWQ6_HUMAN 1
A0A1W2PQU4 A0A1W2PQU4_HUMAN 1
A0A1W2PQZ8 A0A1W2PQZ8_HUMAN 1
S4R410 S4R410_HUMAN 1
O95817 BAG3_HUMAN 2
Q86VU5 CMTD1_HUMAN 1
Q5VV63 ATRN1_HUMAN 1
Q9NRU3 CNNM1_HUMAN 1
Q8WXS8 ATS14_HUMAN 1
Q9UMD9 COHA1_HUMAN 2
Q96DE5 APC16_HUMAN 1
Q8IX12 CCAR1_HUMAN 1
A2A3E8 A2A3E8_HUMAN 1
A0A0J9YXJ0 A0A0J9YXJ0_HUMAN 1
E7EMG0 E7EMG0_HUMAN 1
Q96JQ0 PCD16_HUMAN 2
O94913 PCF11_HUMAN 3
P42785 PCP_HUMAN 1
Q9H6A9 PCX3_HUMAN 1
Q6IF63 O52W1_HUMAN 1
P54829 PTN5_HUMAN 1
Q12913 PTPRJ_HUMAN 1
Q14980 NUMA1_HUMAN 1
O75197 LRP5_HUMAN 2
P98088 MUC5A_HUMAN 4
Q6DT37 MRCKG_HUMAN 2
Q9HC84 MUC5B_HUMAN 2
Q6W4X9 MUC6_HUMAN 1
Q6P1R3 MSD2_HUMAN 2
Q16584 M3K11_HUMAN 1
P58401 NRX2B_HUMAN 3
Q9Y446 PKP3_HUMAN 1
Q8IVL1 NAV2_HUMAN 2
Q8IZL2 MAML2_HUMAN 2
P59044 NLRP6_HUMAN 1
Q6VY07 PACS1_HUMAN 1
Q9NS15 LTBP3_HUMAN 1
Q6PJG9 LRFN4_HUMAN 1
Q15223 NECT1_HUMAN 1
Q8NH81 O10G6_HUMAN 1
Q9Y2G1 MYRF_HUMAN 1
B3GLJ2 PATE3_HUMAN 1
Q9BY79 MFRP_HUMAN 2
Q96EZ4 MYEOV_HUMAN 1
Q9UQQ1 NALDL_HUMAN 1
Q13153 PAK1_HUMAN 1
O00303 EIF3F_HUMAN 1
Q8N3D4 EH1L1_HUMAN 1
Q32P44 EMAL3_HUMAN 1
Q6IQ26 DEN5A_HUMAN 1
Q9UBP4 DKK3_HUMAN 2
Q13206 DDX10_HUMAN 1
O75398 DEAF1_HUMAN 1
Q96G97 BSCL2_HUMAN 1
P27701 CD82_HUMAN 1
P24385 CCND1_HUMAN 1
P22681 CBL_HUMAN 2
Q5U5Z8 CBPC2_HUMAN 1
A6NC98 CC88B_HUMAN 2
Q9UK99 FBX3_HUMAN 1
Q8N3X1 FNBP4_HUMAN 4
Q2TBE0 C19L2_HUMAN 1
Q9BY67 CADM1_HUMAN 2
P32239 GASR_HUMAN 3
Q96P48 ARAP1_HUMAN 1
Q06481 APLP2_HUMAN 1
Q8NCN4 RN169_HUMAN 1
O14813 PHX2A_HUMAN 2
Q53GA4 PHLA2_HUMAN 1
Q86UU1 PHLB1_HUMAN 1
Q9H0K1 SIK2_HUMAN 1
O43159 RRP8_HUMAN 1
Q9Y2K2 SIK3_HUMAN 1
Q9BWF3 RBM4_HUMAN 1
Q8IZ40 RCOR2_HUMAN 1
Q9BQ04 RBM4B_HUMAN 1
Q96MS0 ROBO3_HUMAN 1
Q8IYU4 UBQLN_HUMAN 1
P07101 TY3H_HUMAN 1
P0DKB5 TPBGL_HUMAN 1
P19544 WT1_HUMAN 1
Q9NS37 ZHANG_HUMAN 2
Q96JP5 ZFP91_HUMAN 2
P30291 WEE1_HUMAN 1
Q8TE77 SSH3_HUMAN 1
Q9Y2K7 KDM2A_HUMAN 1
Q8N3Y3 LARG2_HUMAN 1
Q03164 KMT2A_HUMAN 4
P22459 KCNA4_HUMAN 2
Q9P2S2 NRX2A_HUMAN 1
Q14761 PTCA_HUMAN 1
P35241 RADI_HUMAN 1
A7KAX9 RHG32_HUMAN 4
A6NI28 RHG42_HUMAN 1
Q9NQV6 PRD10_HUMAN 2
Q9BRL6 SRSF8_HUMAN 1
P31948 STIP1_HUMAN 1
O43280 TREA_HUMAN 1
P35712 SOX6_HUMAN 1
O15020 SPTN2_HUMAN 1
Q9BYJ4 TRI34_HUMAN 1
Q9Y5U2 TSSC4_HUMAN 1
Q7L8C5 SYT13_HUMAN 1
Q9Y5J6 T10B_HUMAN 1
Q92543 SNX19_HUMAN 1
O00193 SMAP_HUMAN 1
P09683 SECR_HUMAN 1
Q15637 SF01_HUMAN 6
Q13435 SF3B2_HUMAN 4
Q96T23 RSF1_HUMAN 2
P04216 THY1_HUMAN 1
Q9NQ36 SCUB2_HUMAN 1
O43290 SNUT1_HUMAN 1
Q24JP5 T132A_HUMAN 1
Q8NBV8 SYT8_HUMAN 1
Q9C0C2 TB182_HUMAN 1
Q9UID3 VPS51_HUMAN 1
Q04323 UBXN1_HUMAN 1
Q9HCN2 TPIP1_HUMAN 1
A0A0D2X7Z3 A0A0D2X7Z3_HUMAN 1
Q9UED0 Q9UED0_HUMAN 1
I3VM54 I3VM54_HUMAN 1
Q49AF1 Q49AF1_HUMAN 1
H7C2R8 H7C2R8_HUMAN 1
A0A087WTZ5 A0A087WTZ5_HUMAN 1
H0YFX3 H0YFX3_HUMAN 1
Q09666 AHNK_HUMAN 1
Q2VPB7 AP5B1_HUMAN 1
Q08043 ACTN3_HUMAN 1
Q9H161 ALX4_HUMAN 1
Q8IY63 AMOL1_HUMAN 2
Q9C0C7 AMRA1_HUMAN 1
Q09428 ABCC8_HUMAN 1
C9JLR9 CK095_HUMAN 2
A6NEQ2 F181B_HUMAN 1
Q5HYJ3 FA76B_HUMAN 1
O95967 FBLN4_HUMAN 1
Q6WQI6 HEPN1_HUMAN 1
Q8N4Y2 EFC4A_HUMAN 2
Q6PD62 CTR9_HUMAN 1
Q9Y4D2 DGLA_HUMAN 1
Q15054 DPOD3_HUMAN 1
Q96M86 DNHD1_HUMAN 1
Q49AN0 CRY2_HUMAN 1
Q9UPV0 CE164_HUMAN 1
A0JLT2 MED19_HUMAN 2
O43903 GAS2_HUMAN 1
Q9NQC8 IFT46_HUMAN 1
Q9H3H5 GPT_HUMAN 1
Q9BQA5 HINFP_HUMAN 1
P05155 IC1_HUMAN 1
Q9NQS7 INCE_HUMAN 1
B2RNG4 B2RNG4_HUMAN 1
E9PQV8 E9PQV8_HUMAN 1
E9PPH3 E9PPH3_HUMAN 1
A0A087WTK0 A0A087WTK0_HUMAN 1
E9PRF2 E9PRF2_HUMAN 1
A0A0A0MTL4 A0A0A0MTL4_HUMAN 2
E9PKA3 E9PKA3_HUMAN 1
A0A087X1W8 A0A087X1W8_HUMAN 1
H0Y7K5 H0Y7K5_HUMAN 1
E9PJ83 E9PJ83_HUMAN 1
E9PJV7 E9PJV7_HUMAN 1
C9JFW8 C9JFW8_HUMAN 1
J3KNJ8 J3KNJ8_HUMAN 1
Q9UMI9 Q9UMI9_HUMAN 1
G0XQ39 G0XQ39_HUMAN 1
E9PRT0 E9PRT0_HUMAN 1
A0A0A0MTC8 A0A0A0MTC8_HUMAN 1
A0A0A6YYC7 A0A0A6YYC7_HUMAN 2
F2Z2B0 F2Z2B0_HUMAN 1
E9PLS8 E9PLS8_HUMAN 1
G3V1D0 G3V1D0_HUMAN 1
A0A2R8YGQ6 A0A2R8YGQ6_HUMAN 1
A0A087WVC6 A0A087WVC6_HUMAN 1
A0A1W2PP79 A0A1W2PP79_HUMAN 1
